,Instrument,Country of Headquarters,Region of Headquarters,NAICS National Industry Name,NAICS Industry Group Name,NAICS Sector Name,GICS Sub-Industry Name,GICS Industry Name,ICB Industry name,ICB Sector name,GICS Industry Group Name,SIC Industry Name,TRBC Industry Name,TRBC Industry Group Name,TRBC Business Sector Name,TRBC Economic Sector Name,TSE33 Main sector name,NAICS Subsector Name,key
0,US0044981019,United States of America,Americas,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Activities Related to Credit Intermediation,Finance and Insurance,Application Software,Software,Industrials,Industrial Support Services,Software & Services,Prepackaged Software,Financial Technology (Fintech),Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Technology,,Credit Intermediation and Related Activities,US0044981019
0,BE0003764785,Belgium,Europe,Other Heavy and Civil Engineering Construction,Other Heavy and Civil Engineering Construction,Construction,Construction & Engineering,Construction & Engineering,Financials,Investment Banking and Brokerage Services,Capital Goods,,Construction & Engineering,Construction & Engineering,Industrial & Commercial Services,Industrials,,Heavy and Civil Engineering Construction,BE0003764785
0,US00461U1051,United States of America,Americas,Research and Development in Biotechnology (except Nanobiotechnology),Scientific Research and Development Services,"Professional, Scientific, and Technical Services",Pharmaceuticals,Pharmaceuticals,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceutical Preparations,Biotechnology & Medical Research,Biotechnology & Medical Research,Pharmaceuticals & Medical Research,Healthcare,,"Professional, Scientific, and Technical Services",US00461U1051
0,US00108J1097,United States of America,Americas,Semiconductor Machinery Manufacturing,Industrial Machinery Manufacturing,Manufacturing,Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Technology,Technology Hardware & Equipment,Semiconductors & Semiconductor Equipment,"Special Industry Machinery, Not Elsewhere Classified",Semiconductor Equipment & Testing,Semiconductors & Semiconductor Equipment,Technology Equipment,Technology,,Machinery Manufacturing,US00108J1097
0,US0048161048,United States of America,Americas,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",Cutlery and Handtool Manufacturing,Manufacturing,Office Services & Supplies,Commercial Services & Supplies,Consumer Discretionary,Household Goods and Home Construction,Commercial  & Professional Services,,Business Support Supplies,Professional & Commercial Services,Industrial & Commercial Services,Industrials,,Fabricated Metal Product Manufacturing,US0048161048
0,US0008681092,United States of America,Americas,Commercial Banking,Depository Credit Intermediation,Finance and Insurance,Regional Banks,Banks,Financials,Banks,Banks,State Commercial Banks,Banks,Banking Services,Banking & Investment Services,Financials,,Credit Intermediation and Related Activities,US0008681092
0,JP3108600002,Japan,Asia,Consumer Lending,Nondepository Credit Intermediation,Finance and Insurance,Consumer Finance,Consumer Finance,Financials,Finance and Credit Services,Diversified Financials,,Consumer Lending,Banking Services,Banking & Investment Services,Financials,Finance & Insurance,Credit Intermediation and Related Activities,JP3108600002
0,US00484M6012,United States of America,Americas,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and",Scientific Research and Development Services,"Professional, Scientific, and Technical Services",Biotechnology,Biotechnology,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences","Biological Products, Except Diagnostic Substances",Biotechnology & Medical Research,Biotechnology & Medical Research,Pharmaceuticals & Medical Research,Healthcare,,"Professional, Scientific, and Technical Services",US00484M6012
0,US00489Q1022,United States of America,Americas,Other Financial Vehicles,Other Investment Pools and Funds,Finance and Insurance,Mortgage REIT's,Mortgage Real Estate Investment Trusts (REITs),Financials,Mortgage Real Estate Investment Trusts,Diversified Financials,Real Estate Investment Trusts,Specialized REITs,Residential & Commercial REITs,Real Estate,Real Estate,,"Funds, Trusts, and Other Financial Vehicles",US00489Q1022
0,RU0009028674,Russia,Europe,Nitrogenous Fertilizer Manufacturing,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",Manufacturing,Fertilizers & Agricultural Chemicals,Chemicals,Basic Materials,Chemicals,Materials,,Agricultural Chemicals,Chemicals,Chemicals,Basic Materials,,Chemical Manufacturing,RU0009028674
0,SE0001863291,Sweden,Europe,Other Gambling Industries,Gambling Industries,"Arts, Entertainment, and Recreation",Casinos & Gaming,"Hotels, Restaurants & Leisure",Consumer Discretionary,Travel and Leisure,Consumer Services,,Casinos & Gaming,Hotels & Entertainment Services,Cyclical Consumer Services,Consumer Cyclicals,,"Amusement, Gambling, and Recreation Industries",SE0001863291
0,AU0000006124,Australia,Oceania,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Commercial and Industrial Machinery and Equipment Rental and Leasing,Real Estate and Rental and Leasing,Trading Companies & Distributors,Trading Companies & Distributors,Basic Materials,Industrial Metals and Mining,Capital Goods,,Business Support Services,Professional & Commercial Services,Industrial & Commercial Services,Industrials,,Rental and Leasing Services,AU0000006124
0,AU000000ACR3,Australia,Oceania,Pharmaceutical Preparation Manufacturing,Pharmaceutical and Medicine Manufacturing,Manufacturing,Pharmaceuticals,Pharmaceuticals,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,,Chemical Manufacturing,AU000000ACR3
0,ES0167050915,Spain,Europe,"Highway, Street, and Bridge Construction","Highway, Street, and Bridge Construction",Construction,Construction & Engineering,Construction & Engineering,Industrials,Construction and Materials,Capital Goods,,Construction & Engineering,Construction & Engineering,Industrial & Commercial Services,Industrials,,Heavy and Civil Engineering Construction,ES0167050915
0,FR0000076655,France,Europe,Motor Vehicle Electrical and Electronic Equipment Manufacturing,Motor Vehicle Parts Manufacturing,Manufacturing,Electronic Manufacturing Services,"Electronic Equipment, Instruments & Components",Industrials,Electronic and Electrical Equipment,Technology Hardware & Equipment,,"Auto, Truck & Motorcycle Parts",Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,,Transportation Equipment Manufacturing,FR0000076655
0,US00507W2061,United States of America,Americas,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and",Scientific Research and Development Services,"Professional, Scientific, and Technical Services",Biotechnology,Biotechnology,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceutical Preparations,Biotechnology & Medical Research,Biotechnology & Medical Research,Pharmaceuticals & Medical Research,Healthcare,,"Professional, Scientific, and Technical Services",US00507W2061
0,US00507V1098,United States of America,Americas,Software Publishers,Software Publishers,Information,Interactive Home Entertainment,Entertainment,Consumer Discretionary,Leisure Goods,Media & Entertainment,Prepackaged Software,Online Services,Software & IT Services,Software & IT Services,Technology,,Publishing Industries,US00507V1098
0,US00508Y1029,United States of America,Americas,Residential Electric Lighting Fixture Manufacturing,Electric Lighting Equipment Manufacturing,Manufacturing,Electrical Components & Equipment,Electrical Equipment,Industrials,Construction and Materials,Capital Goods,,Construction Supplies & Fixtures,Homebuilding & Construction Supplies,Cyclical Consumer Products,Consumer Cyclicals,,"Electrical Equipment, Appliance, and Component Manufacturing",US00508Y1029
0,CA00510L1067,Canada,Americas,Custom Computer Programming Services,Computer Systems Design and Related Services,"Professional, Scientific, and Technical Services",Interactive Media & Services,Interactive Media & Services,Technology,Software & Computer Services,Media & Entertainment,,Advertising & Marketing,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,,"Professional, Scientific, and Technical Services",CA00510L1067
0,US0050981085,United States of America,Americas,Sporting and Athletic Goods Manufacturing,Other Miscellaneous Manufacturing,Manufacturing,Leisure Products,Leisure Products,Consumer Discretionary,Leisure Goods,Consumer Durables & Apparel,"Sporting and Athletic Goods, Not Elsewhere Classified",Recreational Products,Leisure Products,Cyclical Consumer Products,Consumer Cyclicals,,Miscellaneous Manufacturing,US0050981085
0,US0051111096,United States of America,Americas,Surgical and Medical Instrument Manufacturing,Medical Equipment and Supplies Manufacturing,Manufacturing,Health Care Equipment,Health Care Equipment & Supplies,Health Care,Medical Equipment and Services,Health Care Equipment & Services,Surgical and Medical Instruments and Apparatus,Advanced Medical Equipment & Technology,Healthcare Equipment & Supplies,Healthcare Services & Equipment,Healthcare,,Miscellaneous Manufacturing,US0051111096
0,AU000000ADH2,Australia,Oceania,Furniture Retailers,Furniture and Home Furnishings Retailers,Retail Trade,Homefurnishing Retail,Specialty Retail,Consumer Discretionary,Household Goods and Home Construction,Retailing,,Home Furnishings Retailers,Specialty Retailers,Retailers,Consumer Cyclicals,,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",AU000000ADH2
0,US00547W2089,United States of America,Americas,Pharmaceutical Preparation Manufacturing,Pharmaceutical and Medicine Manufacturing,Manufacturing,Pharmaceuticals,Pharmaceuticals,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceutical Preparations,Pharmaceuticals,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,,Chemical Manufacturing,US00547W2089
0,US0063513081,United States of America,Americas,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),Petroleum and Petroleum Products Merchant Wholesalers,Wholesale Trade,Oil & Gas Refining & Marketing,"Oil, Gas & Consumable Fuels",Energy,"Oil, Gas and Coal",Energy,"Petroleum and Petroleum Products Wholesalers, Except Bulk Station",Oil & Gas Refining and Marketing,Oil & Gas,Energy - Fossil Fuels,Energy,,"Merchant Wholesalers, Nondurable Goods",US0063513081
0,INE423A01024,India,Asia,Coal and Other Mineral and Ore Merchant Wholesalers,Metal and Mineral (except Petroleum) Merchant Wholesalers,Wholesale Trade,Trading Companies & Distributors,Trading Companies & Distributors,Industrials,General Industrials,Capital Goods,,Diversified Industrial Goods Wholesale,Diversified Industrial Goods Wholesale,Industrial & Commercial Services,Industrials,,"Merchant Wholesalers, Durable Goods",INE423A01024
0,INE364U01010,India,Asia,Other Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Renewable Electricity,Independent Power and Renewable Electricity Producers,Utilities,Electricity,Utilities,,Independent Power Producers,Electric Utilities & IPPs,Utilities,Utilities,,Utilities,INE364U01010
0,INE742F01042,India,Asia,Port and Harbor Operations,Support Activities for Water Transportation,Transportation and Warehousing,Marine Ports & Services,Transportation Infrastructure,Industrials,Industrial Transportation,Transportation,,Marine Port Services,Transport Infrastructure,Transportation,Industrials,,Support Activities for Transportation,INE742F01042
0,INE399L01023,India,Asia,Natural Gas Distribution,Natural Gas Distribution,Utilities,Gas Utilities,Gas Utilities,Industrials,Industrial Support Services,Utilities,,Natural Gas Utilities,Natural Gas Utilities,Utilities,Utilities,,Utilities,INE399L01023
0,INE931S01010,India,Asia,Other Electric Power Generation,"Electric Power Generation, Transmission and Distribution",Utilities,Electric Utilities,Electric Utilities,Utilities,Electricity,Utilities,,Electric Utilities,Electric Utilities & IPPs,Utilities,Utilities,,Utilities,INE931S01010
0,US00653Q1022,United States of America,Americas,Surgical and Medical Instrument Manufacturing,Medical Equipment and Supplies Manufacturing,Manufacturing,Health Care Distributors,Health Care Providers & Services,Health Care,Medical Equipment and Services,Health Care Equipment & Services,Home Health Care Services,"Medical Equipment, Supplies & Distribution",Healthcare Equipment & Supplies,Healthcare Services & Equipment,Healthcare,,Miscellaneous Manufacturing,US00653Q1022
0,US00653A1079,United Kingdom,Europe,Research and Development in Biotechnology (except Nanobiotechnology),Scientific Research and Development Services,"Professional, Scientific, and Technical Services",Biotechnology,Biotechnology,Health Care,Pharmaceuticals and Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences","Biological Products, Except Diagnostic Substances",Biotechnology & Medical Research,Biotechnology & Medical Research,Pharmaceuticals & Medical Research,Healthcare,,"Professional, Scientific, and Technical Services",US00653A1079
